                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 5.2742,                 6.0525,                 3.6915,                  2e-05,                0.00041,                  1e-05,                      0,                 6.1417,                 6.5834,                 4.3146,             0.00036504,             0.00036504,             0.00036504
                      2,                 4.1498,                  3.162,                  2.452,                  3e-05,                0.00041,                  1e-05,                      0,                 6.1595,                 6.8511,                 4.4678,             0.00067471,             0.00067471,             0.00067471
                      3,                 3.8239,                 2.9861,                 2.1004,                0.02078,                0.08036,                0.01426,                0.00385,                 3.9631,                 2.9051,                 2.1477,             0.00092327,             0.00092327,             0.00092327
                      4,                 3.4952,                 2.7966,                 1.9493,                0.28517,                0.05021,                0.03565,                0.01073,                 3.3625,                 2.5136,                 1.7735,             0.00083603,             0.00083603,             0.00083603
                      5,                 3.3597,                 2.6229,                 1.8071,                0.49816,                0.03641,                0.02833,                0.00902,                 3.2317,                 2.5315,                 1.6434,             0.00083603,             0.00083603,             0.00083603
                      6,                 3.1877,                 2.4021,                 1.6688,                0.30535,                0.04788,                 0.0357,                0.01206,                 3.3533,                 2.8192,                 1.5579,             0.00074437,             0.00074437,             0.00074437
                      7,                 3.1036,                 2.3172,                 1.6403,                0.40353,                 0.0848,                0.06242,                0.02015,                 3.1573,                 2.3051,                 1.5776,             0.00065271,             0.00065271,             0.00065271
                      8,                 3.0004,                 2.2208,                 1.5736,                 0.3844,                0.11773,                0.08183,                0.03069,                 2.9384,                 2.1931,                 1.4383,             0.00056105,             0.00056105,             0.00056105
                      9,                 2.9739,                 2.1992,                  1.531,                0.17502,                0.09673,                0.07735,                 0.0297,                  2.961,                 2.1559,                 1.4128,              0.0004694,              0.0004694,              0.0004694
                     10,                 2.8726,                 2.0683,                 1.4965,                 0.4016,                0.13316,                 0.1071,                0.04017,                 2.8973,                 2.0538,                 1.3875,             0.00037774,             0.00037774,             0.00037774
                     11,                 2.8019,                 2.0352,                 1.4867,                0.45796,                0.14992,                0.13268,                0.05008,                 2.8366,                  1.947,                 1.3947,             0.00028608,             0.00028608,             0.00028608
                     12,                 2.8413,                 1.9771,                 1.4641,                0.25044,                0.15902,                0.14258,                0.05397,                 2.7426,                 1.9287,                 1.3747,             0.00019442,             0.00019442,             0.00019442
