epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,20.8497,2.51637,9e-05,1.21407,0.00162,0.00824,0.00085,0.00025,2.30569,8e-05,1.05935,0.0704286,0.00328571,0.00328571
2,40.581,2.4858,9e-05,1.0682,0.00553,0.02374,0.00317,0.00111,2.26788,8e-05,1.02614,0.0398825,0.00607298,0.00607298
3,55.6297,2.39052,8e-05,1.06643,0.00698,0.02192,0.0044,0.00185,2.51539,8e-05,1.05056,0.00878643,0.00831024,0.00831024
4,69.3039,2.38143,8e-05,1.06134,0.00945,0.029,0.00664,0.00247,2.46268,7e-05,1.05206,0.007525,0.007525,0.007525
5,82.451,2.31934,9e-05,1.03893,0.00979,0.02816,0.00584,0.0023,2.34498,7e-05,1.02474,0.0067,0.0067,0.0067
6,94.0117,2.25488,9e-05,1.02204,0.01084,0.03512,0.00787,0.00355,2.32283,8e-05,0.99773,0.005875,0.005875,0.005875
7,106.424,2.20087,9e-05,1.00775,0.01088,0.03779,0.00734,0.00299,2.25188,8e-05,0.97377,0.00505,0.00505,0.00505
8,118.043,2.1374,9e-05,0.99326,0.0101,0.03823,0.00745,0.00321,2.19086,8e-05,0.97859,0.004225,0.004225,0.004225
9,130.746,2.1564,9e-05,0.98052,0.01071,0.03858,0.00652,0.00268,2.11135,8e-05,0.95283,0.0034,0.0034,0.0034
10,143.369,2.05614,9e-05,0.96491,0.01138,0.04072,0.00839,0.00354,2.05136,8e-05,0.9466,0.002575,0.002575,0.002575
11,154.926,2.04263,9e-05,0.95517,0.01201,0.04315,0.00869,0.00412,2.0305,8e-05,0.94642,0.00175,0.00175,0.00175
12,167.062,2.02859,9e-05,0.94903,0.01204,0.04246,0.0081,0.0037,2.00879,8e-05,0.93421,0.000925,0.000925,0.000925
